roc_auc,pr_auc,precision,recall,f1,brier_score,tn,fp,fn,tp,n,held_out_tournament
0.7996447104611393,0.3958742386516778,0.24431818181818182,0.7049180327868853,0.3628691983122363,0.17657155510035516,846,266,36,86,1234,EURO2020
0.761309170971293,0.24309383530010398,0.18446601941747573,0.5816326530612245,0.2800982800982801,0.16351142601555796,953,252,41,57,1303,EURO2024
0.8152742859498,0.35092451596410956,0.27122641509433965,0.756578947368421,0.3993055555555556,0.18014286257139198,968,309,37,115,1429,WC2022
