roc_auc,pr_auc,precision,recall,f1,brier_score,tn,fp,fn,tp,n,fold
0.8076576576576576,0.40905443611501974,0.2345132743362832,0.7162162162162162,0.35333333333333333,0.17874463041950805,547,173,21,53,794,1
0.7663977746870654,0.35358079016316246,0.22171945701357465,0.6533333333333333,0.3310810810810811,0.1800431586499914,547,172,26,49,794,2
0.7961242466388503,0.29355906361483153,0.2301255230125523,0.7333333333333333,0.3503184713375796,0.18623663143086158,535,184,20,55,794,3
0.7301244220576627,0.3071732272045058,0.19313304721030042,0.6081081081081081,0.2931596091205212,0.1948591269711462,531,188,29,45,793,4
0.7652896289892117,0.33145735167146334,0.19913419913419914,0.6216216216216216,0.3016393442622951,0.1840573008815568,534,185,28,46,793,5
