roc_auc,pr_auc,precision,recall,f1,brier_score,tn,fp,fn,tp,n,held_out_tournament
0.7712031194716358,0.3355841638074903,0.2178477690288714,0.680327868852459,0.33001988071570576,0.18383309245109558,814,298,39,83,1234,EURO2020
0.71328730497174,0.22600216942943926,0.1657142857142857,0.5918367346938775,0.25892857142857145,0.17413027584552765,914,292,40,58,1304,EURO2024
0.7673971460340994,0.3302637930156304,0.23094688221709006,0.6578947368421053,0.3418803418803419,0.17601273953914642,945,333,52,100,1430,WC2022
