roc_auc,pr_auc,precision,recall,f1,brier_score,tn,fp,fn,tp,n,fold
0.8189893370421882,0.4004140587229749,0.2558139534883721,0.7333333333333333,0.3793103448275862,0.15931400656700134,559,160,20,55,794,1
0.7961132203134985,0.37780628647524706,0.2578947368421053,0.6621621621621622,0.3712121212121212,0.15110796689987183,578,141,25,49,793,2
0.8056422208021651,0.36385433081376056,0.23694779116465864,0.7972972972972973,0.3653250773993808,0.17172123491764069,529,190,15,59,793,3
0.7403864225839191,0.27914740667424026,0.21808510638297873,0.5540540540540541,0.31297709923664124,0.15620923042297363,572,147,33,41,793,4
0.752757660167131,0.3291196601133033,0.23333333333333334,0.6533333333333333,0.34385964912280703,0.1587212085723877,557,161,26,49,793,5
