roc_auc,pr_auc,precision,recall,f1,brier_score,tn,fp,fn,tp,n,held_out_tournament
0.7725852105201085,0.3660324165577625,0.22193211488250653,0.6967213114754098,0.33663366336633666,0.19043842696090674,814,298,37,85,1234,EURO2020
0.7472078383592242,0.23099153658391036,0.16816816816816818,0.5714285714285714,0.25986078886310904,0.17355395802303772,929,277,42,56,1304,EURO2024
0.7960371880405238,0.346497281651254,0.24945295404814005,0.75,0.37438423645320196,0.19108020071641305,935,343,38,114,1430,WC2022
