match_id,tournament,event_id,minute,period,team,team_id,player,x,y,distance_to_goal,shot_angle_deg,body_part,technique,play_pattern,shot_type,under_pressure,first_time,statsbomb_xg,game_state,is_goal,n_defenders_in_cone,n_teammates_in_cone,n_opponents_close,goalkeeper_distance,goalkeeper_angle_offset,open_goal_angle_ratio,nearest_defender_to_shot_line,pressure_score,has_360
3795506,EURO2020,4811f0d8-75a6-49c9-b8c1-31a74b3d065b,121,5,Italy,914,Andrea Belotti,107.9,40.0,12.099999999999994,36.5855519291301,Right Foot,Normal,Other,Penalty,False,False,0.7835,level,0,,,,,,,,,False
3795506,EURO2020,7ca98b9e-d86b-4557-a73a-6b612d0f56ec,122,5,England,768,Harry Maguire,108.1,40.0,11.900000000000006,37.15854076088933,Right Foot,Normal,Other,Penalty,False,False,0.7835,level,1,,,,,,,,,False
3795506,EURO2020,f21ac35f-5ca3-4965-bf47-17786bef12ab,123,5,Italy,914,Leonardo Bonucci,107.8,40.0,12.200000000000005,36.3054117733023,Right Foot,Normal,Other,Penalty,False,False,0.7835,trailing,1,,,,,,,,,False
3795506,EURO2020,c7b6763e-e914-4c82-a51a-4ea6cb7b062f,124,5,England,768,Marcus Rashford,108.0,39.9,12.00041665943312,36.867749161537496,Right Foot,Normal,Other,Penalty,False,False,0.7835,level,0,0.0,0.0,0.0,11.200446419674533,0.0341020892774641,1.0,,0.0,True
3795506,EURO2020,b33f93a9-ea61-4f99-952c-298712335e8e,125,5,Italy,914,Federico Bernardeschi,107.9,40.2,12.101652779682611,36.577142886265584,Left Foot,Normal,Other,Penalty,False,False,0.7835,level,1,,,,,,,,,False
3795506,EURO2020,baa64791-3eb8-485b-aa0b-5b150e119621,125,5,England,768,Jadon Sancho,107.8,40.0,12.200000000000005,36.3054117733023,Right Foot,Normal,Other,Penalty,False,False,0.7835,trailing,0,,,,,,,,,False
3795506,EURO2020,0775e2bc-d360-4b80-85d7-e82874fb5723,126,5,Italy,914,Jorge Luiz Frello Filho,108.1,40.1,11.900420160649796,37.15634507564839,Right Foot,Normal,Other,Penalty,False,False,0.7835,leading,0,,,,,,,,,False
3795506,EURO2020,572d5967-c7c5-4d86-ab60-c0b841a63a4a,127,5,England,768,Bukayo Saka,108.1,40.0,11.900000000000006,37.15854076088933,Left Foot,Normal,Other,Penalty,False,False,0.7835,trailing,0,,,,,,,,,False
3788769,EURO2020,61f2991a-ff91-4779-9d8d-89a104c5edd0,69,2,Russia,796,Artem Dzyuba,108.1,40.1,11.900420160649796,37.15634507564839,Right Foot,Normal,Other,Penalty,False,False,0.7835,trailing,1,,,,,,,,,False
3788755,EURO2020,39df483f-732b-4bb7-be99-2bc88d1e713f,60,2,Wales,907,Gareth Frank Bale,108.0,40.0,12.0,36.86989764584402,Left Foot,Normal,Other,Penalty,False,False,0.7835,leading,0,0.0,0.0,0.0,11.207140580897525,2.04540848888722,1.0,,0.0,True
3788762,EURO2020,faca1f61-fcbe-40a0-8d62-201dbfa312ea,57,2,Spain,772,Gerard Moreno Balaguero,108.1,40.5,11.9104995697074,37.10371517838349,Left Foot,Normal,Other,Penalty,False,False,0.7835,level,0,0.0,0.0,0.0,10.96585609973066,3.876521571516096,1.0,,0.0,True
3795221,EURO2020,8b9704bd-00b9-4102-bffd-a1283462031d,103,3,England,768,Harry Kane,108.1,40.1,11.900420160649796,37.15634507564839,Right Foot,Normal,Other,Penalty,False,False,0.7835,level,0,,,,,,,,,False
