match_id,tournament,team,player,is_goal,statsbomb_xg,distance_to_goal,shot_angle_deg,minute,under_pressure,first_time,body_part_clean_Head,body_part_clean_Other,shot_type_clean_Set Piece,play_pattern_From Counter,play_pattern_From Free Kick,play_pattern_From Goal Kick,play_pattern_From Keeper,play_pattern_From Kick Off,play_pattern_From Throw In,play_pattern_Other,play_pattern_Regular Play,game_state_level,game_state_trailing,technique_Diving Header,technique_Half Volley,technique_Lob,technique_Normal,technique_Overhead Kick,technique_Volley
3857296,WC2022,Croatia,Borna Sosa,0,0.024012579,25.732858372128035,17.391882342783877,49,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
3857296,WC2022,Belgium,Kevin De Bruyne,0,0.048855886,20.519746587129184,20.66788312800627,50,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
3857296,WC2022,Croatia,Marcelo Brozović,0,0.10219261,19.53586445489424,22.99877628185035,53,1,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857296,WC2022,Croatia,Luka Modrić,0,0.071706615,19.333132182861632,17.8482770510906,53,1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3857296,WC2022,Belgium,Yannick Ferreira Carrasco,0,0.09935363,8.095060222135476,49.30789998932022,59,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
3857296,WC2022,Belgium,Romelu Lukaku Menama,0,0.19960539,10.606601717798211,37.63166466531087,59,1,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
3857296,WC2022,Belgium,Romelu Lukaku Menama,0,0.30245224,7.212489168102791,56.87409587707281,61,0,0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857296,WC2022,Croatia,Luka Modrić,0,0.07160131,13.337541002748592,33.314373638946826,67,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
3857296,WC2022,Belgium,Kevin De Bruyne,0,0.0061408128,21.949259668608413,7.9204041043532465,68,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
3857296,WC2022,Belgium,Jan Vertonghen,0,0.07045005,8.18596359630313,49.24999082943624,77,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857296,WC2022,Belgium,Thomas Meunier,0,0.04308796,16.18208886392607,17.177373303562586,86,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3857296,WC2022,Belgium,Romelu Lukaku Menama,0,0.4909717,5.889821729050887,62.563165010963786,86,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
3857296,WC2022,Belgium,Romelu Lukaku Menama,0,0.5721495,3.7483329627982607,95.35582504285524,89,0,0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857274,WC2022,Netherlands,Cody Mathès Gakpo,1,0.059259485,21.385976713725288,19.37373350709229,5,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3857274,WC2022,Ecuador,Enner Remberto Valencia Lastra,0,0.062208217,16.401219466856727,22.34595582782953,10,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3857274,WC2022,Ecuador,Moisés Isaac Caicedo Corozo,0,0.030668529,25.287348615463824,17.919232984967273,23,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3857274,WC2022,Ecuador,Michael Steveen Estrada Martínez,0,0.069653474,9.569221493935652,39.90610035192736,26,0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
3857274,WC2022,Ecuador,Enner Remberto Valencia Lastra,0,0.029882463,25.467822835884505,13.784289075527177,31,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3857274,WC2022,Ecuador,Enner Remberto Valencia Lastra,0,0.024015462,12.58769240170731,28.82700341233872,46,1,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
3857274,WC2022,Ecuador,Angelo Smit Preciado Quiñónez,0,0.022953799,23.924046480476505,15.586767146318516,47,1,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3857274,WC2022,Ecuador,Pervis Josué Estupiñán Tenorio,0,0.18923391,8.98943824718764,44.63970988515146,47,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3857274,WC2022,Ecuador,Pervis Josué Estupiñán Tenorio,0,0.08083876,18.14745161172775,19.928469609294105,48,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3857274,WC2022,Ecuador,Enner Remberto Valencia Lastra,1,0.790909,4.428317965096905,83.56353273014273,48,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
3857274,WC2022,Ecuador,Enner Remberto Valencia Lastra,0,0.09564507,18.172781845386247,24.61885606004724,58,0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3857274,WC2022,Ecuador,Gonzalo Jordy Plata Jiménez,0,0.046335444,20.208908926510603,17.85480273308233,58,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3857274,WC2022,Ecuador,Michael Steveen Estrada Martínez,0,0.13418972,15.033628969746465,29.57889831273376,63,1,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857274,WC2022,Netherlands,Teun Koopmeiners,0,0.04520454,23.517227727774376,19.29280237750841,65,0,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857274,WC2022,Ecuador,Moisés Isaac Caicedo Corozo,0,0.03323832,19.86454127333425,19.54445913052232,72,1,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
3857274,WC2022,Ecuador,Angelo Smit Preciado Quiñónez,0,0.007451811,30.50409808533929,12.192703602993015,80,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
3857274,WC2022,Ecuador,Angelo Smit Preciado Quiñónez,0,0.033830326,21.17663807123312,21.32239918874555,91,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3857255,WC2022,Spain,Sergio Busquets i Burgos,0,0.03268242,23.795167576632025,18.490850782873057,6,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857255,WC2022,Japan,Junya Ito,0,0.04214545,14.773286702694158,13.350999898526394,7,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857255,WC2022,Spain,Álvaro Borja Morata Martín,0,0.06376064,11.016805344563362,37.48177273436114,8,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857255,WC2022,Spain,Álvaro Borja Morata Martín,1,0.33106714,4.997999599839924,76.56768014107615,11,1,0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857255,WC2022,Spain,Álvaro Borja Morata Martín,0,0.10093839,19.200260414900622,19.14118965899014,22,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3857255,WC2022,Japan,Daichi Kamada,0,0.03356069,19.474342094150447,15.976639620181578,35,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3857255,WC2022,Spain,Daniel Olmo Carvajal,0,0.10385344,17.857211428439776,24.432551727684658,41,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3857255,WC2022,Japan,Ritsu Doan,1,0.027777622,25.09760944791356,14.25804861013821,47,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3857255,WC2022,Japan,Ao Tanaka,1,0.87261814,1.3152946437965882,143.91537141022494,50,0,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857255,WC2022,Japan,Takuma Asano,0,0.13121767,19.84792180556947,22.42906943984361,69,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3857255,WC2022,Spain,Marco Asensio Willemsen,0,0.016301522,22.43412579085711,14.01161809336508,73,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3857255,WC2022,Spain,Daniel Olmo Carvajal,0,0.01649772,34.283815423607685,13.090802740862172,79,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3857255,WC2022,Japan,Ko Itakura,0,0.0504811,16.0312195418814,27.973679912416458,82,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3857255,WC2022,Spain,Marco Asensio Willemsen,0,0.02842248,26.165817395984405,15.513282710220643,84,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
3857255,WC2022,Spain,Jordi Alba Ramos,0,0.0241939,25.640007800310823,15.410481908788803,88,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3857255,WC2022,Spain,Marco Asensio Willemsen,0,0.007735879,33.38637446623997,10.397981534622938,88,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3857255,WC2022,Spain,Daniel Olmo Carvajal,0,0.12373556,15.0,19.008707120638523,89,0,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3857255,WC2022,Spain,Daniel Olmo Carvajal,0,0.008523117,30.89724906848504,12.401549489960786,95,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3857272,WC2022,England,Harry Kane,0,0.10607713,11.400438588054405,37.92402484465676,9,0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3857272,WC2022,England,John Stones,0,0.04222343,10.890362712049582,40.10090754621224,9,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857272,WC2022,England,Mason Mount,0,0.019677445,28.800694436072195,14.236924910102832,10,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857272,WC2022,United States,Haji Wright,0,0.048006557,12.522779244241276,34.060279530839054,16,1,0,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857272,WC2022,United States,Weston McKennie,0,0.18268152,9.513148795220223,45.571035373114775,25,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
3857272,WC2022,United States,Yunus Dimoara Musah,0,0.016826272,30.838450025901107,13.007907952913971,28,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857272,WC2022,United States,Christian Pulisic,0,0.023374733,20.695893312442443,14.78185995436528,32,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857272,WC2022,United States,Sergino Dest,0,0.056137927,15.981239000778388,20.85445803957834,40,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3857272,WC2022,United States,Christian Pulisic,0,0.05394238,10.384603988597735,41.05847554506835,42,1,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3857272,WC2022,England,Bukayo Saka,0,0.08680134,7.839005038906401,50.12198779098566,44,1,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3857272,WC2022,England,Mason Mount,0,0.0710417,21.12865353021816,20.29798682975128,45,0,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857272,WC2022,United States,Haji Wright,0,0.0422633,17.864489917151285,19.609510488974863,48,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857272,WC2022,United States,Weston McKennie,0,0.032319076,25.01699422392706,15.261875702642984,48,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857272,WC2022,United States,Christian Pulisic,0,0.025169194,26.1444066675838,14.25556159840262,57,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857272,WC2022,United States,Christian Pulisic,0,0.033566043,24.700202428320303,18.39732848721665,61,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857272,WC2022,England,Marcus Rashford,0,0.009332121,24.260667756679744,11.606356912032512,86,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3857272,WC2022,England,Harry Maguire,0,0.05556727,10.404806581575649,41.21141573849215,90,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857272,WC2022,England,Harry Kane,0,0.06991791,8.836288813749805,48.59356618786521,92,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857278,WC2022,United States,Yunus Dimoara Musah,0,0.045798708,19.582900704441105,23.001288013573767,8,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3857278,WC2022,United States,Christian Pulisic,0,0.080380306,10.83374358197572,38.000377662673074,10,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857278,WC2022,United States,Joshua Sargent,0,0.040954046,22.43680012836055,19.01799794568374,27,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857278,WC2022,United States,Timothy Weah,0,0.12157792,11.086027241532468,37.62553320126746,27,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857278,WC2022,United States,Sergino Dest,0,0.05512647,20.418863827353377,20.462177909934343,29,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857278,WC2022,United States,Timothy Weah,0,0.04585104,18.06931099959265,16.23256598839697,32,0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3857278,WC2022,United States,Sergino Dest,0,0.043695714,20.838665984174707,18.99815997103228,36,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857278,WC2022,United States,Christian Pulisic,1,0.5303789,5.069516742254635,76.10140378561154,37,0,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
3857278,WC2022,United States,Joshua Sargent,0,0.011004616,17.867568385205637,8.69930385181964,41,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3857278,WC2022,United States,Joshua Sargent,0,0.05674209,17.861690849412884,14.788225130220356,46,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3857278,WC2022,Iran,Saman Ghoddos,0,0.39133456,6.041522986797291,66.52363166507008,51,1,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False
3857278,WC2022,United States,Yunus Dimoara Musah,0,0.080397844,23.235533133543548,19.35223211535264,68,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3857278,WC2022,Iran,Saeid Ezatolahi Afagh,0,0.006830182,34.40755730940516,11.311064615225655,69,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3857278,WC2022,Iran,Morteza Pouraliganji,0,0.21722858,10.017983829094554,40.48026160930493,92,1,0,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
3857278,WC2022,Iran,Mehdi Taremi,0,0.30539662,8.914033879226627,48.28963264068046,97,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
3857278,WC2022,United States,Haji Wright,0,0.057746947,21.936727194365165,14.371319607648854,99,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3857277,WC2022,Morocco,Noussair Mazraoui,0,0.026111592,24.446063077722755,17.627066047516372,6,1,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
3857277,WC2022,Morocco,Hakim Ziyech,0,0.052363984,18.39836949297409,24.179710638133944,12,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857277,WC2022,Croatia,Ivan Perišić,0,0.00976612,37.64797471312367,11.958121842954434,16,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3857277,WC2022,Morocco,Sofiane Boufal,0,0.04188839,24.24417455802527,18.055943073869503,18,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3857277,WC2022,Morocco,Hakim Ziyech,0,0.06625415,25.63220630378899,17.653555277241836,20,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857277,WC2022,Morocco,Youssef En-Nesyri,0,0.03416934,8.780091115700339,16.0716660227578,24,1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
3857277,WC2022,Croatia,Nikola Vlašić,0,0.44776994,6.824954212300618,54.19986172274445,45,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857277,WC2022,Croatia,Nikola Vlašić,0,0.06879163,16.00781059358212,26.234998993306288,46,0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
3857277,WC2022,Croatia,Luka Modrić,0,0.073204115,21.21155345560528,21.34786686157023,46,0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
3857277,WC2022,Morocco,Sofiane Boufal,0,0.042848527,26.037665025881257,17.44367729391188,50,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
3857277,WC2022,Morocco,Noussair Mazraoui,0,0.07962643,11.778370006074695,17.033155861429513,50,1,0,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
3857277,WC2022,Croatia,Dejan Lovren,0,0.2503287,7.39797269527267,56.4482620774228,51,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857277,WC2022,Morocco,Achraf Hakimi Mouh,0,0.019376563,32.626676202150904,13.514332786558017,64,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3857273,WC2022,Wales,Neco Williams,0,0.023614733,26.63174797117155,13.309599491295852,2,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
3857273,WC2022,Iran,Sardar Azmoun,0,0.035244513,24.4393125926242,17.421349031288155,6,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
