match_id,tournament,team,player,is_goal,statsbomb_xg,minute,under_pressure,first_time,body_part_clean_Head,body_part_clean_Other,shot_type_clean_Set Piece,play_pattern_From Counter,play_pattern_From Free Kick,play_pattern_From Goal Kick,play_pattern_From Keeper,play_pattern_From Kick Off,play_pattern_From Throw In,play_pattern_Other,play_pattern_Regular Play,game_state_level,game_state_trailing,technique_Diving Header,technique_Half Volley,technique_Lob,technique_Normal,technique_Overhead Kick,technique_Volley,distance_to_goal_log,shot_angle_deg_log
3857272,WC2022,England,Harry Kane,0,0.06991791,92,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2.286078486849847,3.9038611113629686
3857278,WC2022,United States,Yunus Dimoara Musah,0,0.045798708,8,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3.0244606682113675,3.1781074961401514
3857278,WC2022,United States,Christian Pulisic,0,0.080380306,10,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2.4709550761116645,3.663571329741044
3857278,WC2022,United States,Joshua Sargent,0,0.040954046,27,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3.1543074420948254,2.99663176617337
3857278,WC2022,United States,Timothy Weah,0,0.12157792,27,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2.4920500119110502,3.653913539686186
3857278,WC2022,United States,Sergino Dest,0,0.05512647,29,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,3.0642720210055754,3.0662922190025106
3857278,WC2022,United States,Timothy Weah,0,0.04585104,32,0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,2.9480802888910658,2.8468009650694515
3857278,WC2022,United States,Sergino Dest,0,0.043695714,36,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3.083682067700483,2.995640267873212
3857278,WC2022,United States,Christian Pulisic,1,0.5303789,37,0,1,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,1.8032789877759443,4.345121487739609
3857278,WC2022,United States,Joshua Sargent,0,0.011004616,41,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2.937444489667768,2.2720541150802562
3857278,WC2022,United States,Joshua Sargent,0,0.05674209,46,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,2.937132925859756,2.7592644172771172
3857278,WC2022,Iran,Saman Ghoddos,0,0.39133456,51,1,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,1.9518244801251536,4.212477635349999
3857278,WC2022,United States,Yunus Dimoara Musah,0,0.080397844,68,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.1878198675510867,3.0131905921316213
3857278,WC2022,Iran,Saeid Ezatolahi Afagh,0,0.006830182,69,0,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,3.566925280671938,2.5104984202282337
3857278,WC2022,Iran,Morteza Pouraliganji,0,0.21722858,92,1,0,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,2.399528831368794,3.7252176902195706
3857278,WC2022,Iran,Mehdi Taremi,0,0.30539662,97,0,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2.293951316904085,3.8977137676702482
3857278,WC2022,United States,Haji Wright,0,0.057746947,99,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,3.1327394334484135,2.732503409925517
3857277,WC2022,Morocco,Noussair Mazraoui,0,0.026111592,6,1,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,3.2365610386030275,2.924615686839198
3857277,WC2022,Morocco,Hakim Ziyech,0,0.052363984,12,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,2.9651890157832432,3.2260385368160143
3857277,WC2022,Croatia,Ivan Perišić,0,0.00976612,16,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,3.6544943729650896,2.5617227608971587
3857277,WC2022,Morocco,Sofiane Boufal,0,0.04188839,18,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,3.228595418530334,2.9473790253010463
3857277,WC2022,Morocco,Hakim Ziyech,0,0.06625415,20,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3.2821212467052083,2.9260367594094494
3857277,WC2022,Morocco,Youssef En-Nesyri,0,0.03416934,24,1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,2.280348800537104,2.8374201315024026
3857277,WC2022,Croatia,Nikola Vlašić,0,0.44776994,45,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2.0573178849459173,4.010960448257166
3857277,WC2022,Croatia,Nikola Vlašić,0,0.06879163,46,0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,2.833672685224208,3.304502873872402
3857277,WC2022,Croatia,Luka Modrić,0,0.073204115,46,0,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,3.1006125794317922,3.106730874069322
3857277,WC2022,Morocco,Sofiane Boufal,0,0.042848527,50,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,3.2972308948530147,2.9147216176565784
3857277,WC2022,Morocco,Noussair Mazraoui,0,0.07962643,50,1,0,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,2.5477538982544794,2.8922120558103646
3857277,WC2022,Croatia,Dejan Lovren,0,0.2503287,51,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2.1279903309198107,4.050884752791462
3857277,WC2022,Morocco,Achraf Hakimi Mouh,0,0.019376563,64,0,1,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,3.5153196865576333,2.6751366292521763
